id,english,japanese,part,level,wordbook_id,created_at,updated_at
4528,savage,獰猛な,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4529,crude,雑な,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4530,approximate,おおよその,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4531,intermediate,中間の,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4532,vocational,職業の,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4533,masculine,男性の,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4534,feminine,女性の,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4535,superfluous,余分な,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4536,utmost,最大限の,形容詞,1600→1700,1,2020-10-11 18:33:31 +0900,2020-10-11 18:33:31 +0900
4537,contemplate,熟考する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4538,ponder,熟考する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4539,meditate,瞑想する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4540,conceive,思いつく,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4541,speculate,推測する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4542,presume,推測する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4543,proclaim,宣告する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4544,disclose,公開する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4545,pledge,誓約する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4546,exclaim,叫ぶ,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4547,subscribe,署名する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4548,mourn,悼む,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4549,resent,不快に思う,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4550,lament,嘆く,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4551,pant,あえぐ,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4552,suck,吸う,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4553,soak,浸る,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4554,render,提供する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4555,rotate,回転する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4556,pierce,穴を開ける,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4557,carve,刻む,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4558,divert,そらす,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4559,expel,追放する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4560,assault,攻撃する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4561,intrude,侵入する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4562,addict,中毒になる,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4563,coincide,同時に起こる,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4564,ascend,上る,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4565,surge,湧き上がる,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4566,evaporate,蒸発する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4567,expire,期限切れになる,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4568,ferment,発酵する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4569,merge,合併する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4570,erect,直立する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4571,bless,祝福する,動詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4572,prestige,敬意,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4573,aristocracy,貴族,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4574,statesman,政治家,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4575,senator,上院議員,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4576,creed,信念,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4577,vigor,活力,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4578,dismay,落胆,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4579,melancholy,憂鬱,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4580,agony,苦悩,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4581,anguish,苦悩,名詞,1700→1800,1,2020-10-11 18:33:48 +0900,2020-10-11 18:33:48 +0900
4582,conscience,良心,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4583,contempt,侮辱,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4584,scorn,軽蔑,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4585,apathy,無関心,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4586,textile,織物,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4587,symmetry,左右対称,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4588,verge,端,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4589,cavity,虫歯の穴,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4590,bribe,わいろ,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4591,riot,暴動,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4592,exile,追放,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4593,archaeology,考古学,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4594,specimen,見本,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4595,ornament,装飾品,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4596,apparatus,器具,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4597,flaw,欠陥,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4598,eclipse,日食,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4599,astronomy,天文学,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4600,aviation,航空,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4601,velocity,速度,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4602,congestion,密集,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4603,questionnaire,質問表,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4604,parasite,寄生虫,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4605,personnel,人事部,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4606,advent,出現,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4607,token,しるし,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4608,premium,賞,名詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4609,discreet,慎重な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4610,wary,用心深い,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4611,grim,気味の悪い,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4612,solemn,厳粛な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4613,skeptical,懐疑的な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4614,dubious,疑い深い,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4615,vain,無駄な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4616,reckless,無鉄砲な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4617,ruthless,無慈悲な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4618,eloquent,雄弁な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4619,furious,激怒した,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4620,weary,疲れた,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4621,pessimistic,悲観的な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4622,cynical,皮肉な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4623,wicked,ひどく悪い,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4624,singular,奇抜な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4625,weird,変な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4626,literal,逐語的な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4627,explicit,明示的な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4628,implicit,暗示的な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4629,slender,ほっそりとした,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4630,gross,総計の,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4631,ultraviolet,紫外線の,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4632,spatial,空間の,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4633,vacant,空いた,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4634,spacious,広々とした,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4635,ample,十分な,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4636,affluent,豊かな,形容詞,1700→1800,1,2020-10-11 18:33:49 +0900,2020-10-11 18:33:49 +0900
4637,infer,推論する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4638,discern,識別する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4639,allege,主張する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4640,ascribe,～のせいにする,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4641,prescribe,指示する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4642,comply,従う,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4643,abide,居住する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4644,plead,懇願する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4645,preach,説教する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4646,intrigue,陰謀を企てる,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4647,reconcile,和解させる,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4648,intervene,邪魔をする,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4649,restrain,抑える,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4650,humiliate,恥をかかせる,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4651,reproach,非難する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4652,condemn,非難する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4653,defy,逆らう,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4654,revolt,反抗する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4655,impair,損なう,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4656,inflict,苦しめる,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4657,degrade,下がる,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4658,deteriorate,悪化させる,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4659,corrupt,堕落させる,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4660,contaminate,汚染する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4661,oppress,抑圧する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4662,thrust,押す,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4663,embark,乗り出す,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4664,inspect,調査する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4665,summon,招集する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4666,testify,証言する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4667,persecute,迫害する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4668,coerce,強制する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4669,unleash,解放する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4670,emacipate,解放する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4671,endow,授与する,動詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4672,scrutiny,精密な調査,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4673,analogy,類推,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4674,preoccupation,先入観,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4675,retrospect,回顧,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4676,conceit,うぬぼれ,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4677,fallacy,間違った考え,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4678,hypocrisy,偽善,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4679,nuisance,迷惑,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4680,delinquency,非行,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4681,hostage,人質,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4682,lawsuit,訴訟,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4683,attorney,弁護士,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4684,warrant,認可,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4685,testimony,証言,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4686,verdict,評決,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4687,sanction,制裁,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4688,superstition,迷信,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4689,folklore,民間伝承,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4690,anecdote,逸話,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4691,rhetoric,修辞学,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4692,stall,売店,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4693,segment,区分,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4694,synthesis,統合,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4695,cohesion,結合,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4696,heredity,遺伝,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4697,catastrophe,大惨事,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4698,plight,窮地,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4699,solitude,孤独,名詞,1800→1900,1,2020-10-11 18:34:01 +0900,2020-10-11 18:34:01 +0900
4700,ordeal,試練,名詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4701,tyranny,独裁政治,名詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4702,censorship,検閲,名詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4703,hygiene,衛生,名詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4704,doctrine,教義,名詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4705,diplomacy,外交関係,名詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4706,entity,実在,名詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4707,sovereign,君主,名詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4708,authentic,本物の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4709,legitimate,正当な,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4710,intelligible,理解のできる,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4711,inherent,本来備わっている,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4712,ingenious,巧妙な,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4713,intricate,入り組んだ,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4714,homogeneous,同種の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4715,monotonous,単調な,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4716,incessant,絶え間ない,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4717,perpetual,永遠の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4718,imminent,差し迫った,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4719,plausible,口先のうまい,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4720,arbitrary,任意の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4721,preliminary,予備の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4722,deficient,不十分な,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4723,subordinate,下位の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4724,feudal,封建主義の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4725,obsolete,時代遅れの,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4726,mortal,死の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4727,monetary,金銭的な,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4728,extravagant,浪費の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4729,dizzy,めまいのする,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4730,juvenile,若い,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4731,anonymous,匿名の,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4732,compatible,相性のいい,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4733,ubiquitous,偏在する,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4734,divine,神聖な,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4735,sober,しらふの,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4736,zealous,熱心な,形容詞,1800→1900,1,2020-10-11 18:34:02 +0900,2020-10-11 18:34:02 +0900
4737,a number of,いくつもの ；かなり多くの,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4738,a piece of,１つ［１個；１本；１枚；...］の,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4739,a couple of,２つの ；２人の ／２，３の,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4740,a great [good] deal of,かなりたくさん の,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4741,plenty of,たくさんの,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4742,dozens of,何ダースもの ；数十もの,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4743,close to,のすぐ近くに；ほぼ,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4744,these days,近ごろは；このごろは,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4745,and so on [forth],など,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4746,all over,の 至る所に［で］／一面に,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4747,so far,今までのところ,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4748,far from,どころではない； からほど遠い,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4749,all the time,いつも；常に,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4750,first of all,まず第一に,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4751,be likely to do,しそうである,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4752,be different from,とは違っている,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4753,be aware of,に気がついている； を知っている,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4754,be responsible for,に責任がある,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4755,be willing to do,してもかまわない,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4756,be afraid of,を恐れる［怖がる］； を心配している,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4757,be about to do,今にも しようとしている,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4758,be capable of,ができる； の可能性がある,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4759,be based on [upon],に基づいている,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4760,be made of,で成り立っている,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4761,be satisfied with,に満足している,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4762,lead to,へ通じる； を引き起こす,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4763,come from,の出身である； から生じる； に由来する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4764,depend on [upon],に頼る； 次第である,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4765,think of,のことを考える； しようかなと思う／ を思いつく／ を思い出す,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
